ri_id,lead_image,ri_name,text_file,n_En,n_Fa,n_Fs,n_Fm,n_Fp,n_Fo3,n_Ca,n_Su,n_Fb,n_St,n_Pr,n_Sa,n_Al,serving_size
795,20210416_123959_ham avocado & egg mix.jpg,ham avocado & egg mix,20210416_123959_ham avocado & egg mix.txt,130,7.81,1.76,3.89,1.05,0.0,5.8,3.17,2.07,0.03,9.84,0.82,0.0,610
796,20190104_184244_stuffed squid.jpg,stuffed squid,20190104_184244_stuffed squid.txt,63,2.0,0.52,0.02,0.21,0,6.45,2.13,1.67,0.38,5.19,0.96,0,150
797,20190523_140012_pea soup lite w crispy serrano ham.jpg,pea soup lite w crispy serrano ham,20190523_140012_pea soup lite w crispy serrano ham.txt,62,1.97,0.58,0.91,0.13,0.0,6.91,4.27,1.98,1.29,3.46,0.58,0.0,396
798,20200224_183653_prawn coctail.jpg,prawn coctail,20200224_183653_prawn coctail.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,20200212_135548_pringles.jpg,pringles,20200212_135548_pringles.txt,506.0,32.0,3.5,0,0,0,51.0,3.1,2.7,0,4.0,1.5,0,0
800,20210328_221943_steamed turkey pork & squid balls.jpg,steamed turkey pork & squid balls,20210328_221943_steamed turkey pork & squid balls.txt,162,7.13,2.15,0.3,0.41,0.0,4.6,1.72,1.13,0.6,19.46,0.65,0.0,22
801,20200817_201135_lsr trout & salad.jpg,lsr trout & salad,20200817_201135_lsr trout & salad.txt,163,6.21,0.72,1.35,0.74,1.07,18.3,3.04,0.77,0.27,7.88,0.51,0.0,39
802,20200626_142239_chinese chives.jpg,chinese chives,20200626_142239_chinese chives.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,20200521_150250_roast beetroot & red pepper tart.jpg,roast beetroot & red pepper tart,20200521_150250_roast beetroot & red pepper tart.txt,99,4.04,1.08,1.35,0.85,0.0,13.91,8.92,3.34,0.8,2.76,0.45,0.0,865
804,20200514_140505_cooked mushrooms macedoine.jpg,cooked mushrooms macedoine,20200514_140505_cooked mushrooms macedoine.txt,53,3.89,0.41,0.0,0.0,0.0,0.83,0.83,1.83,0.0,3.0,2.83,0.0,75
805,20200205_144350_pommes frites.jpg,pommes frites,20200205_144350_pommes frites.txt,337,18.9,1.49,0.0,0.0,0.0,38.88,1.74,3.48,0.0,3.67,0.0,0.0,76
806,20200423_140755_seafood croquette.jpg,seafood croquette,20200423_140755_seafood croquette.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,75
807,20200131_114455_small dates.jpg,small dates,20200131_114455_small dates.txt,277,0.2,0.0,0.0,0.0,0.0,75.0,66.5,6.7,0.0,1.8,0.0,0.0,9
808,20190731_153849_sweetheart cabbage noodles w vegetable curry.jpg,sweetheart cabbage noodles w vegetable curry,20190731_153849_sweetheart cabbage noodles w vegetable curry.txt,63,2.32,0.53,0.12,0.03,0.0,7.87,3.68,2.25,0.19,2.01,0.15,0.17,450
809,20210421_154314_turkey & mange tout stirfry.jpg,turkey & mange tout stirfry,20210421_154314_turkey & mange tout stirfry.txt,96,2.65,0.39,0.98,0.35,0.0,6.27,2.69,1.48,0.24,11.81,0.22,0.0,177
810,20190806_170722_steak and broccoli w beetroot and apple salad.jpg,steak and broccoli w beetroot and apple salad,20190806_170722_steak and broccoli w beetroot and apple salad.txt,109,4.24,1.72,1.43,0.14,0.0,8.32,2.23,1.39,0.08,10.21,1.0,0.0,365
811,20190715_164511_kebab salad mix.jpg,kebab salad mix,20190715_164511_kebab salad mix.txt,31,0.16,0.01,0.0,0.06,0.0,6.86,4.34,1.74,0.44,1.02,0.08,0.0,112
812,20190831_142248_tomato red onion and carrot salad.jpg,tomato red onion and carrot salad,20190831_142248_tomato red onion and carrot salad.txt,54,3.2,0.45,2.03,0.43,0.0,6.16,2.83,2.43,0.21,1.18,0.03,0.0,145
813,20190103_173909_beetroot and chicken broth.jpg,beetroot and chicken broth,20190103_173909_beetroot and chicken broth.txt,89,8.38,1.12,0.0,0.0,0,2.71,1.37,0.38,0.27,0.49,1.36,0,400
814,20210326_172821_king prawn & asparagus broth.jpg,king prawn & asparagus broth,20210326_172821_king prawn & asparagus broth.txt,26,0.99,0.5,0.16,0.05,0.0,1.46,0.78,0.4,0.09,2.8,0.91,0.0,610
815,20191109_082526_harissa flour.jpg,harissa flour,20191109_082526_harissa flour.txt,341,5.95,1.05,0.95,3.6,0.0,52.5,4.9,13.5,9.6,12.45,4.05,0.0,50
816,20200903_215451_beetroot & apple yorkies & mayo.jpg,beetroot & apple yorkies & mayo,20200903_215451_beetroot & apple yorkies & mayo.txt,225,11.92,1.12,0.57,0.13,0.0,23.88,8.16,2.51,2.47,4.7,0.67,0.0,53
817,20200124_153112_stuffed aubergine.jpg,stuffed aubergine,20200124_153112_stuffed aubergine.txt,153,9.31,3.44,4.22,0.95,0.61,12.09,3.57,2.62,5.25,6.28,0.51,0.0,175
818,20200320_161015_cardamom dumpling dough.jpg,cardamom dumpling dough,20200320_161015_cardamom dumpling dough.txt,339,13.47,5.44,5.79,0.94,0.0,47.12,3.51,2.32,0.0,6.91,0.83,0.0,0
819,20190103_143003_roast beetroot.jpg,roast beetroot,20190103_143003_roast beetroot.txt,63.0,0.3,0.0,0.0,0.2,0,14.0,10.0,4.0,0,2.3,0.3,0,290
820,20200122_083951_chaource cracker.jpg,chaource cracker,20200122_083951_chaource cracker.txt,334,22.2,12.03,8.94,0.94,0.0,19.31,1.24,0.89,17.71,14.37,1.8,0.0,21
821,20190307_144435_beef and mushroom broth w marmalade and asauce.jpg,beef and mushroom broth w marmalade and asauce,20190307_144435_beef and mushroom broth w marmalade and asauce.txt,20,1.08,0.16,0.0,0.07,0.02,1.96,1.03,0.35,0.0,0.56,0.57,0.0,500
822,20210614_221449_simple seeded ham & tomato pitta.jpg,simple seeded ham & tomato pitta,20210614_221449_simple seeded ham & tomato pitta.txt,186,9.25,1.04,0.0,0.04,0.0,15.13,1.85,1.47,0.0,10.26,1.2,0.0,138
823,20200617_195922_plain 1 egg omelette.jpg,plain 1 egg omelette,20200617_195922_plain 1 egg omelette.txt,247,20.48,8.73,6.2,2.4,0.0,0.78,0.45,0.0,0.0,14.01,1.12,0.0,50
824,20190915_205656_pate w orange & fennel jelly on toast.jpg,pate w orange & fennel jelly on toast,20190915_205656_pate w orange & fennel jelly on toast.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,120
825,20190802_152341_mixed seaweed.jpg,mixed seaweed,20190802_152341_mixed seaweed.txt,138,1.25,0.1,0,0,0,56.25,0.1,0,0,11.25,10.25,0,50
826,20190528_165246_carrot and sesame pudding rice.jpg,carrot and sesame pudding rice,20190528_165246_carrot and sesame pudding rice.txt,141,1.3,0.18,0.4,0.49,0.0,29.3,4.39,1.55,23.06,2.82,0.65,0.0,21
827,20200623_164027_seafood potaje.jpg,seafood potaje,20200623_164027_seafood potaje.txt,137,6.41,1.27,3.73,0.49,0.0,10.06,1.7,1.36,0.06,9.77,0.77,0.0,450
828,20190516_163251_stuffed squid roast pepper and green beans.jpg,stuffed squid roast pepper and green beans,20190516_163251_stuffed squid roast pepper and green beans.txt,212,12.27,2.59,5.83,2.2,3.51,8.05,2.92,2.24,0.04,17.12,1.23,0.0,300
829,20210511_101856_s&p coating.jpg,s&p coating,20210511_101856_s&p coating.txt,262,2.29,0.4,0.4,0.63,0.0,53.95,1.47,6.2,40.53,8.66,5.97,0.0,0
830,20200911_143124_steak & mushroom w homegrown salad & chips.jpg,steak & mushroom w homegrown salad & chips,20200911_143124_steak & mushroom w homegrown salad & chips.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,510
831,20190412_150038_seabream and spinach tortilla dinner.jpg,seabream and spinach tortilla dinner,20190412_150038_seabream and spinach tortilla dinner.txt,133,8.12,2.33,2.24,1.69,0.03,2.97,1.34,1.7,0.01,11.9,0.32,0.0,360
832,20210513_101845_qcelectrom.jpg,qcelectrom,20210513_101845_qcelectrom.txt,0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.02,0.01,0.01,0.53,0.0,500
833,20200213_201837_roast chicken.jpg,roast chicken,20200213_201837_roast chicken.txt,255,14.6,4.01,6.89,3.21,0.1,1.5,0.34,0.37,1.15,28.89,0.52,0.0,1450
834,20190907_143059_cucumber red onion and ginger salad.jpg,cucumber red onion and ginger salad,20190907_143059_cucumber red onion and ginger salad.txt,31,0.27,0.06,0.0,0.03,0.0,6.48,4.25,0.83,0.28,1.25,0.69,0.0,220
835,20200817_201157_lsr trout & red pepper.jpg,lsr trout & red pepper,20200817_201157_lsr trout & red pepper.txt,167,6.6,0.73,1.33,1.12,0.84,19.34,3.52,0.92,0.25,6.83,0.54,0.0,38
836,20190719_142312_cooked linguine.jpg,cooked linguine,20190719_142312_cooked linguine.txt,110,1.54,0.93,0.0,0.0,0.0,0.62,1.23,2.78,0.0,0.0,0.62,0.0,324
837,20190912_105705_packed lunch 20190912.jpg,packed lunch 20190912,20190912_105705_packed lunch 20190912.txt,50,0.49,0.1,0.02,0.06,0.0,10.17,7.1,1.54,0.76,2.21,0.27,0.0,957
838,20190808_172808_mackerel and herring w cabbage and plum salad.jpg,mackerel and herring w cabbage and plum salad,20190808_172808_mackerel and herring w cabbage and plum salad.txt,86,4.82,0.99,0.1,0.1,0.0,5.81,4.44,0.97,0.27,5.3,1.4,0.0,425
839,20200620_142441_ground almond mix.jpg,ground almond mix,20200620_142441_ground almond mix.txt,393,21.76,2.5,13.97,4.13,0.0,35.7,34.76,2.47,0.0,12.7,0.13,0.0,180
840,20190121_183105_prawn w poached egg & vegetable broth.jpg,prawn w poached egg & vegetable broth,20190121_183105_prawn w poached egg & vegetable broth.txt,25,0.91,0.35,0.2,0.15,0.0,2.03,1.0,0.52,0.01,2.4,0.63,0.0,965
841,20191108_122003_yolk and jam on toast.jpg,yolk and jam on toast,20191108_122003_yolk and jam on toast.txt,371,21.18,10.06,7.47,2.2,2.41,33.39,10.04,1.16,22.0,10.75,0.61,0.0,56
842,20190122_104945_toasted sourdough rounds w marmalade.jpg,toasted sourdough rounds w marmalade,20190122_104945_toasted sourdough rounds w marmalade.txt,320,9.64,5.52,2.17,0.31,0.0,51.11,9.02,2.21,33.97,7.47,0.85,0.0,29
843,20210327_200140_turkey pork & squid mix.jpg,turkey pork & squid mix,20210327_200140_turkey pork & squid mix.txt,119,5.23,1.58,0.22,0.3,0.0,3.37,1.26,0.83,0.44,14.27,0.48,0.0,0
844,20190108_181824_beef & jalapeno burger.jpg,beef & jalapeno burger,20190108_181824_beef & jalapeno burger.txt,159,10.45,4.11,4.58,0.28,0.07,1.51,1.14,0.2,0.0,13.37,1.05,0.0,180
845,20190811_211354_cooked quinoa.jpg,cooked quinoa,20190811_211354_cooked quinoa.txt,120.0,1.9,0.2,0.5,1.1,1.1,21.3,0.9,2.8,17.6,4.4,0.0,0,0
846,20190525_120533_chorizo crisps.jpg,chorizo crisps,20190525_120533_chorizo crisps.txt,253.2,9.9,3.5,0.0,0.0,0.0,0.8,0.32,0.0,0.0,40.22,6.43,0.0,4
847,20190319_212555_chips run 2.jpg,chips run 2,20190319_212555_chips run 2.txt,747,51.89,4.11,0.0,0.0,0.0,65.33,2.93,5.85,0.0,6.18,0.0,0.0,0
848,20200412_114047_caramelised pear cubes.jpg,caramelised pear cubes,20200412_114047_caramelised pear cubes.txt,248,2.66,1.52,0.05,0.05,0.0,54.08,51.27,1.62,0.0,2.6,0.09,0.0,230
849,20200620_150805_cardamom marmalade.jpg,cardamom marmalade,20200620_150805_cardamom marmalade.txt,260,1.81,1.12,0.46,0.07,0.0,65.88,59.22,0.87,0.0,0.39,0.14,0.0,460
850,20190423_170517_roast rainbow trout w potatoes and broccoli & crispy onion.jpg,roast rainbow trout w potatoes and broccoli & crispy onion,20190423_170517_roast rainbow trout w potatoes and broccoli & crispy onion.txt,105,4.65,1.15,1.05,0.79,0.0,4.25,0.57,0.67,0.0,11.19,0.35,0.0,535
851,20190406_154717_chicken teriyaki and sesame.jpg,chicken teriyaki and sesame,20190406_154717_chicken teriyaki and sesame.txt,217,7.23,1.72,2.48,1.68,0.0,3.42,2.94,0.18,0.27,32.41,0.64,0.0,120
852,20200315_191235_cabbage noodle broth & pork shoulder.jpg,cabbage noodle broth & pork shoulder,20200315_191235_cabbage noodle broth & pork shoulder.txt,49,2.52,0.86,0.74,0.38,0.0,2.46,1.68,0.81,0.02,4.05,0.77,0.0,630
853,20190228_193837_leftover carrot and red pepper soup.jpg,leftover carrot and red pepper soup,20190228_193837_leftover carrot and red pepper soup.txt,44,1.5,0.3,0.04,0.06,0.0,7.06,3.98,1.39,0.56,1.0,0.71,0.0,0
854,20190905_095540_sliced tomato.jpg,sliced tomato,20190905_095540_sliced tomato.txt,18,0.2,0.0,0.0,0.1,0.0,3.9,2.6,1.2,0.0,0.9,0.0,0.0,60
855,20200114_133500_ham tomato & apple sauce sandwich.jpg,ham tomato & apple sauce sandwich,20200114_133500_ham tomato & apple sauce sandwich.txt,169,7.05,1.57,0.14,0.11,0.0,15.34,3.98,2.17,0.14,10.25,1.08,0.0,306
856,20200909_154135_garden harvest salad w prawns.jpg,garden harvest salad w prawns,20200909_154135_garden harvest salad w prawns.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,215
857,20200103_090717_sourdough.jpg,sourdough,20200103_090717_sourdough.txt,236,1.4,0.23,0.0,0.0,0.0,46.79,0.82,2.36,37.89,8.18,0.72,0.0,0
858,20190522_150908_smoked salmon and roast veggies w green beans.jpg,smoked salmon and roast veggies w green beans,20190522_150908_smoked salmon and roast veggies w green beans.txt,92,2.14,0.31,0.43,0.26,3.59,12.59,4.5,3.06,0.23,5.64,0.48,0.0,381
859,20210614_221449_seeded ham & tomato pitta.jpg,seeded ham & tomato pitta,20210614_221449_seeded ham & tomato pitta.txt,129,4.77,0.84,1.29,0.21,0.06,12.87,2.01,1.56,0.07,8.44,0.99,0.0,175
860,20191208_133131_cnc broth w egg.jpg,cnc broth w egg,20191208_133131_cnc broth w egg.txt,46,1.88,0.54,0.33,0.2,0.0,2.85,1.48,0.72,0.15,4.51,0.89,0.0,610
861,20190104_175145_salmon prawn and squid w veg.jpg,salmon prawn and squid w veg,20190104_175145_salmon prawn and squid w veg.txt,78,2.3,0.76,0.33,0.37,0,6.08,1.76,1.15,0.14,8.6,1.61,0,415
862,20200130_140000_wild garlic pesto.jpg,wild garlic pesto,20200130_140000_wild garlic pesto.txt,620,67.27,9.95,45.84,8.95,9.94,2.49,0.94,0.88,0.11,4.82,2.8,0.0,200
863,20210320_124052_leftovers & fishstick broth.jpg,leftovers & fishstick broth,20210320_124052_leftovers & fishstick broth.txt,55,2.45,0.67,0.98,0.34,0.03,4.9,1.55,0.67,0.24,3.43,1.15,0.0,410
864,20200926_171929_lsr trout w cherry tomatoes.jpg,lsr trout w cherry tomatoes,20200926_171929_lsr trout w cherry tomatoes.txt,128,4.54,0.52,1.01,0.83,0.72,15.73,3.98,1.27,0.38,5.89,0.49,0.0,38
865,20200902_160407_roast turkey thigh w mac n cheese & salad.jpg,roast turkey thigh w mac n cheese & salad,20200902_160407_roast turkey thigh w mac n cheese & salad.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,485
866,20190306_145901_seabass kale and potato dinner.jpg,seabass kale and potato dinner,20190306_145901_seabass kale and potato dinner.txt,55,1.6,0.44,0.5,0.43,0.4,2.74,0.32,0.47,0.0,7.28,0.45,0.0,500
867,20200309_171436_turkey sushi & omelette wrap.jpg,turkey sushi & omelette wrap,20200309_171436_turkey sushi & omelette wrap.txt,105,4.1,1.39,1.62,0.63,0.0,9.13,3.39,0.92,3.76,7.65,1.29,0.0,281
868,20200323_155931_lamb & harissa broth.jpg,lamb & harissa broth,20200323_155931_lamb & harissa broth.txt,80,5.36,1.61,1.04,0.17,0.04,3.99,1.83,1.24,0.25,3.76,1.11,0.0,500
869,20200201_215139_chaource & rosemary cracker.jpg,chaource & rosemary cracker,20200201_215139_chaource & rosemary cracker.txt,355,22.26,10.85,9.99,1.05,0.0,25.04,1.48,1.16,23.25,13.55,1.74,0.0,16
870,20210804_161413_oregano & tomato flatbread.jpg,oregano & tomato flatbread,20210804_161413_oregano & tomato flatbread.txt,279,14.67,4.06,6.1,1.07,0.02,30.42,2.43,2.2,0.34,6.71,1.07,0.0,166
871,20191225_173144_rum baba.jpg,rum baba,20191225_173144_rum baba.txt,348,15.92,9.59,3.95,0.46,0.0,40.73,32.8,0.41,5.86,2.35,0.26,0.0,120
872,20200511_164033_chinese lettuce & tomato broth w chicken.jpg,chinese lettuce & tomato broth w chicken,20200511_164033_chinese lettuce & tomato broth w chicken.txt,27,0.84,0.31,0.0,0.02,0.0,1.78,1.19,0.55,0.01,3.15,1.03,0.0,0
873,20200603_140436_guinea fowl chinese leaf wrap 2.jpg,guinea fowl chinese leaf wrap 2,20200603_140436_guinea fowl chinese leaf wrap 2.txt,89,3.38,0.61,1.77,0.55,0.26,9.63,6.66,1.37,0.55,5.41,0.29,0.0,178
874,20190312_160820_lamb and beef stock & bean broth w awesome sauce.jpg,lamb and beef stock & bean broth w awesome sauce,20190312_160820_lamb and beef stock & bean broth w awesome sauce.txt,62,3.01,1.02,0.59,0.32,0.06,3.16,0.97,0.72,0.13,5.16,0.67,0.0,507
875,20200705_204815_garlic flatbread hm v2.jpg,garlic flatbread hm v2,20200705_204815_garlic flatbread hm v2.txt,291,6.85,3.8,1.58,0.21,0.0,49.38,9.29,2.58,38.8,7.96,0.47,0.0,314
876,20190427_170132_mixed roast veggies.jpg,mixed roast veggies,20190427_170132_mixed roast veggies.txt,115,2.6,0.25,0.03,0.03,0.0,21.45,4.57,3.74,0.54,2.32,0.0,0.0,200
877,20190819_151938_roast pork w egg on toast and salad.jpg,roast pork w egg on toast and salad,20190819_151938_roast pork w egg on toast and salad.txt,128,7.47,2.87,2.6,1.2,0.0,4.94,1.92,1.22,0.05,10.16,0.44,0.0,535
878,20210708_154010_ostrich steak w beetroot & orange salad.jpg,ostrich steak w beetroot & orange salad,20210708_154010_ostrich steak w beetroot & orange salad.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,370
879,20210511_121151_s&p ribs.jpg,s&p ribs,20210511_121151_s&p ribs.txt,347,25.25,12.56,2.48,0.57,0.0,12.11,0.35,1.39,9.06,18.28,1.64,0.0,0
880,20210401_150803_hm kimchi.jpg,hm kimchi,20210401_150803_hm kimchi.txt,35,0.34,0.04,0.01,0.03,0.0,6.61,3.93,2.3,0.41,1.14,1.17,0.0,0
881,20190114_153439_sourdough starter.jpg,sourdough starter,20190114_153439_sourdough starter.txt,191,2.04,0.27,0.0,0.0,0.0,35.55,0.21,2.36,0.0,6.79,0.02,0.0,0
882,20200722_145639_garlic croutons.jpg,garlic croutons,20200722_145639_garlic croutons.txt,416,23.14,14.05,5.65,0.81,0.0,44.15,0.82,2.3,35.76,8.07,1.61,0.0,0
883,20190901_152916_lamb teriyaki skewers and lambs lettuce.jpg,lamb teriyaki skewers and lambs lettuce,20190901_152916_lamb teriyaki skewers and lambs lettuce.txt,95,2.34,1.09,0.46,0.13,0.1,11.2,7.81,1.69,1.4,7.29,0.65,0.0,384
884,20190228_163410_monkfish and red pepper skewers.jpg,monkfish and red pepper skewers,20190228_163410_monkfish and red pepper skewers.txt,108,3.85,1.13,1.43,0.81,0.41,3.46,2.17,1.27,0.0,14.21,0.82,0.0,80
885,20210318_142721_fondant potatoes & chicken.jpg,fondant potatoes & chicken,20210318_142721_fondant potatoes & chicken.txt,164,8.79,2.04,4.89,1.4,0.03,11.22,2.21,1.7,0.97,10.44,0.84,0.0,600
886,20190807_132138_lemon chicken w tomato and curried couscous.jpg,lemon chicken w tomato and curried couscous,20190807_132138_lemon chicken w tomato and curried couscous.txt,108,3.0,0.69,0.83,0.59,0.0,10.81,3.31,1.07,0.47,9.53,0.49,0.02,450
887,20200615_202750_seafood rice.jpg,seafood rice,20200615_202750_seafood rice.txt,169,7.9,1.56,4.55,0.79,0.07,15.46,3.13,1.16,0.62,9.03,0.69,0.08,1450
888,20200629_140420_packed lunch 20200630.jpg,packed lunch 20200630,20200629_140420_packed lunch 20200630.txt,10,0.51,0.27,0.0,0.01,0.0,1.04,0.48,0.27,0.01,0.38,0.87,0.0,620
889,20190317_173216_roast chicken with charred onion and tom kho tau stock.jpg,roast chicken with charred onion and tom kho tau stock,20190317_173216_roast chicken with charred onion and tom kho tau stock.txt,53,2.96,0.82,0.53,0.45,0.05,2.7,0.88,0.34,0.0,3.61,1.0,0.0,550
890,20190531_144646_braised leeks w mushrooms.jpg,braised leeks w mushrooms,20190531_144646_braised leeks w mushrooms.txt,105,4.31,0.69,2.72,0.48,0.0,15.03,5.1,2.46,0.0,2.31,0.54,0.0,245
891,20190725_225322_potato salad and ham snack.jpg,potato salad and ham snack,20190725_225322_potato salad and ham snack.txt,215,9.35,4.41,3.52,0.62,0.01,12.7,2.06,1.31,2.69,14.25,1.72,0.0,149
892,20200607_091306_leftover lunch 20200607.jpg,leftover lunch 20200607,20200607_091306_leftover lunch 20200607.txt,87,5.05,2.27,0.1,0.12,0.08,6.22,0.62,0.39,0.04,4.74,1.33,0.0,492
893,20200102_200224_cucumber & red onion salad.jpg,cucumber & red onion salad,20200102_200224_cucumber & red onion salad.txt,32,0.13,0.02,0.0,0.0,0.0,7.16,5.64,0.68,0.42,0.68,0.23,0.0,220
894,20190819_151822_tomato onion and cucumber w thyme and chive salad.jpg,tomato onion and cucumber w thyme and chive salad,20190819_151822_tomato onion and cucumber w thyme and chive salad.txt,24,0.2,0.01,0.0,0.06,0.0,5.2,2.86,1.25,0.09,0.95,0.44,0.0,225
895,20200731_152626_pork w mushroom & onion.jpg,pork w mushroom & onion,20200731_152626_pork w mushroom & onion.txt,286,10.04,4.16,0.91,0.46,0.0,5.74,2.68,2.48,0.77,42.82,0.66,0.0,125
896,20210421_153224_plain sweetheart noodles.jpg,plain sweetheart noodles,20210421_153224_plain sweetheart noodles.txt,72,5.24,0.75,3.49,0.5,0.0,3.55,3.55,2.45,0.0,2.18,0.24,0.0,105
897,20200521_140313_candied beetroot in aspic.jpg,candied beetroot in aspic,20200521_140313_candied beetroot in aspic.txt,102,0.51,0.15,0.02,0.05,0.0,23.38,18.78,1.53,0.0,1.36,0.45,0.0,290
898,20200307_162550_ssr turkey & cucumber.jpg,ssr turkey & cucumber,20200307_162550_ssr turkey & cucumber.txt,107,1.05,0.27,0.18,0.22,0.0,13.9,2.36,0.94,10.42,10.31,0.74,0.0,16
899,20200627_161306_roast onion & potato.jpg,roast onion & potato,20200627_161306_roast onion & potato.txt,116,0.21,0.03,0.0,0.0,0.0,26.1,7.37,3.41,0.0,2.8,0.01,0.0,410
900,20200311_155316_stirfry 20200311.jpg,stirfry 20200311,20200311_155316_stirfry 20200311.txt,104,5.81,0.49,0.11,0.07,0.0,10.54,7.73,2.4,0.26,1.83,0.56,0.0,260
901,20190426_215547_fish finger sandwich mmgt.jpg,fish finger sandwich mmgt,20190426_215547_fish finger sandwich mmgt.txt,265,12.51,1.08,0.79,1.09,0.0,25.69,2.44,2.21,0.0,11.19,0.85,0.0,220
902,20190903_150231_prawns w lemon grass and chilli.jpg,prawns w lemon grass and chilli,20190903_150231_prawns w lemon grass and chilli.txt,139,3.09,0.27,0.1,0.12,0.0,14.99,9.6,0.14,0.0,12.89,1.69,0.0,44
903,20210408_113225_mixed fish broth.jpg,mixed fish broth,20210408_113225_mixed fish broth.txt,59,3.5,1.04,1.25,0.8,0.0,2.6,1.75,0.74,0.05,4.66,1.54,0.0,380
904,20190109_143622_crab cakes.jpg,crab cakes,20190109_143622_crab cakes.txt,100,3.81,1.01,1.2,0.73,0.18,1.18,0.46,0.01,0.0,14.15,1.1,0,85
905,20200124_152329_aubergine & pesto stuffing.jpg,aubergine & pesto stuffing,20200124_152329_aubergine & pesto stuffing.txt,167,9.93,2.51,5.43,1.23,0.97,14.16,2.6,1.76,8.36,5.69,0.57,0.0,0
906,20200212_151554_water chestnut & courgette pancake.jpg,water chestnut & courgette pancake,20200212_151554_water chestnut & courgette pancake.txt,95,2.12,0.43,0.22,0.18,0.0,16.31,6.71,1.55,0.01,3.04,0.12,0.0,315
907,20210323_160134_broccoli & crispy potatoes.jpg,broccoli & crispy potatoes,20210323_160134_broccoli & crispy potatoes.txt,79,1.42,0.16,0.84,0.14,0.0,15.48,3.06,2.92,2.45,2.35,0.06,0.0,259
908,20190110_173128_winner winner chicken dinner.jpg,winner winner chicken dinner,20190110_173128_winner winner chicken dinner.txt,59,2.51,0.81,0.89,0.49,0.02,3.44,1.18,1.01,0.79,5.61,0.67,0.0,870
